Gene.symbol
TRGV9
TRPV2
TSPAN12
TSPAN7
TYROBP
TYRP1
UPK3B
VAPA
VEPH1
VGLL3
VIPR1
VSIG2
VSIG4
VWF
WASF3
WFDC1
WIF1
WISP2
WWC2
ZBED2
ZBTB16
ZEB2
ZFP36
ZNF366
ZNF385B
