Rank,Term,P.value,Z.score,Combined.score,Genes,Adjusted.P.value
59,AGE-RAGE signaling pathway in diabetic complications,0.22599223291777035,1.8628072957969866,2.7704688088550617,COL1A1;COL3A1;COL1A2,0.7737361194811799
60,Phenylalanine metabolism,0.2451409969272902,3.756880733944954,5.281880284578506,MIF,0.8184943332489972
61,Proteoglycans in cancer,0.24716908083261796,1.5071207430340556,2.1064764970528698,COL1A1;COL1A2;CTTN;TWIST1;MMP9,0.8184943332489972
62,Glycerolipid metabolism,0.2643710986317738,2.03940937922429,2.713233269169452,AKR1B10;PLPP2,0.861338095542231
63,Lysine degradation,0.2765546106794229,1.9723423514029972,2.535144266250805,PLOD2;EZH2,0.8783666034081126
64,One carbon pool by folate,0.2817066221854001,3.1632061805890874,4.0074314199822245,TYMS,0.8783666034081126
65,GnRH secretion,0.28264271891845205,1.9404314268751237,2.451874151905304,KISS1R;SPP1,0.8783666034081126
66,Arginine biosynthesis,0.30509719437199795,2.8616572011067425,3.397144470242035,GPT2,0.9208367678972933
67,Renal cell carcinoma,0.3129868052292689,1.7951652779049538,2.0852536559031822,EGLN3;SLC2A1,0.9208367678972933
68,Renin secretion,0.3129868052292689,1.7951652779049538,2.0852536559031822,CLCA2;CALML3,0.9208367678972933
69,AMPK signaling pathway,0.3145432524005606,1.5428007889546351,1.784455361428489,CCNA2;PPP2R2C;EIF4EBP1,0.9208367678972933
70,Platelet activation,0.3324995801180555,1.4914939605848696,1.6423088806396875,COL1A1;COL3A1;COL1A2,0.9594987883406745
71,Glioma,0.34901175787123184,1.6471132027901505,1.7338331647112666,CDKN2A;CALML3,0.9917367237739754
72,Pancreatic cancer,0.35495815643875434,1.6247720112750788,1.682866328620584,RAD51;CDKN2A,0.9917367237739754
73,FoxO signaling pathway,0.3638622738707502,1.409423076923077,1.4248983329121914,CCNB2;CCNB1;FBXO32,0.9917367237739754
74,Phototransduction,0.37080977299087814,2.2250537999773474,2.2074004214605774,CALML3,0.9917367237739754
75,Fluid shear stress and atherosclerosis,0.3994007245274576,1.325972850678733,1.2169646809173353,NQO1;CALML3;MMP9,0.9917367237739754
76,Asthma,0.40130446095314903,2.002242609582059,1.828117351815027,IGH,0.9917367237739754
77,Galactose metabolism,0.40130446095314903,2.002242609582059,1.828117351815027,AKR1B10,0.9917367237739754
78,Ubiquitin mediated proteolysis,0.40380812249842035,1.3162268388545761,1.1935748439099785,CDC20;UBE2C;UBE2S,0.9917367237739754
79,Pathogenic Escherichia coli infection,0.4049864748845627,1.2460180387641528,1.1262777085617923,BAIAP2L1;CTTN;IGH;GAPDH,0.9917367237739754
80,Focal adhesion,0.4197186804966492,1.220467506423513,1.0595740079032134,COL1A1;COL1A2;SPP1;THBS2,0.9917367237739754
81,Epstein-Barr virus infection,0.4233889976851325,1.2142411772041402,1.0435964652857521,CCNA2;CCNE2;CCNE1;IGH,0.9917367237739754
82,Gastric cancer,0.44300615847385544,1.2345205479452055,1.0051115787491016,CCNE2;JUP;CCNE1,0.9917367237739754
83,Mucin type O-glycan biosynthesis,0.4488892864805976,1.7157710790738314,1.374296602526856,GALNT14,0.9917367237739754
