Rank,Term,P.value,Z.score,Combined.score,Genes,Adjusted.P.value
98,Prostaglandin Metabolic Process (GO:0006693),0.0005996666910636581,6.752103786816269,50.094780142692045,HPGDS;EDN1;HPGD;PTGS2;PTGDS;CES1,0.01726918925477262
99,Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049),0.0005996666910636581,6.752103786816269,50.094780142692045,STARD13;MMRN2;RHOJ;GATA2;PTGS2;KLF4,0.01726918925477262
100,Cellular Response To Lipid (GO:0071396),0.0006118484102318217,2.476883116883117,18.326522585319925,CX3CR1;PID1;RAMP3;DEFA3;PPBP;DEFA1;SSTR1;CXCL3;TFPI;CXCL2;CXCL5;AQP1;ZFP36;IL6;PDK4;CCL2;ADTRP;CARD16;CFTR,0.01744379817570924
101,Macrophage Migration (GO:1905517),0.0006508540511945535,13.477622377622378,98.8883496368351,EDNRB;SFTPD;CXCL17;CCL2,0.018015387378210408
102,Negative Regulation Of Coagulation (GO:0050819),0.0006508540511945535,13.477622377622378,98.8883496368351,THBD;EDN1;APOH;TFPI,0.018015387378210408
103,Positive Regulation Of Cellular Extravasation (GO:0002693),0.0006508540511945535,13.477622377622378,98.8883496368351,CD47;AGER;LYVE1;ICAM1,0.018015387378210408
104,Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),0.0006591861509896109,3.5087404453306745,25.699785491343235,ACVRL1;TGFBR3;GDF10;CDH5;CLDN5;CLEC3B;HPGD;FOS;LRRC32;SMAD6;TGFBR2,0.0180705741968402
105,Negative Regulation Of Signal Transduction (GO:0009968),0.0006934946870281693,2.3279928716192604,16.933277677716713,KANK2;CX3CR1;LEPROT;PID1;PRKCB;HHIP;ARRB1;IRAK3;GATA2;LILRA2;DCN;BMP5;NR4A2;BMP2;WIF1;MMRN2;PPARG;AGTR2;CD47;CARD16;TNS2,0.018830031930641054
106,Regulation Of Defense Response (GO:0031347),0.0007198568848995075,3.467760478255157,25.094303528942977,FGR;ALOX5;AGTR1;GATA6;CARD16;GGT3P;GGT1;PTGS2;AGER;SELE;MGLL,0.019361433762721657
107,Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031664),0.000745846222992998,8.431810224089636,60.71739050203945,CARD16;CD36;LILRA2;CD55;SASH1,0.0198729680537667
108,Cellular Response To Cytokine Stimulus (GO:0071345),0.0008079921028843072,2.2026013309134904,15.684632169817368,CCL14;CCL23;CSF3;PID1;CSF3R;MME;DAPK1;DUSP1;DOCK8;LRRK2;AQP4;LIFR;IRAK3;LILRA2;NPNT;DUOX1;ZFP36;IL6;HYAL1;LEPR;CCL2;MNDA;CD47,0.0213294952344737
109,Negative Regulation Of Cell Migration (GO:0030336),0.000816657606472874,2.75448210995086,19.58516835691131,ACVRL1;LIMCH1;CITED2;NEDD9;ADARB1;TBX5;ALOX15B;CLDN5;DACH1;MMRN2;NKX2-1;ADTRP;SLIT2;RECK;SCAI,0.021360466385818018
110,Angiotensin-Activated Signaling Pathway (GO:0038166),0.0008530326821786955,26.924581005586592,190.26827844851803,CA2;CAV1;AGTR1,0.021909875467490635
111,Calcitonin Family Receptor Signaling Pathway (GO:0097646),0.0008530326821786955,26.924581005586592,190.26827844851803,RAMP2;CALCRL;RAMP3,0.021909875467490635
112,Antimicrobial Humoral Response (GO:0019730),0.0009303291014551138,3.350345965847775,23.385321574293506,SLPI;PLA2G1B;SLC11A1;S100A12;DEFA3;DEFA1;PPBP;CXCL3;CXCL2;CXCL5;HLA-E,0.02363793190380365
113,Positive Regulation Of Cholesterol Efflux (GO:0010875),0.0009368945300350097,7.935409457900807,55.33313278261079,ABCA3;CAV1;PPARG;ABCA8;CES1,0.02363793190380365
114,Kidney Development (GO:0001822),0.0009689886722899863,3.9293730122671513,27.266931681030048,ROBO2;KANK2;SOX17;MME;ZBTB16;AGTR1;ITGA8;TCF21;CTSH,0.024022493084336967
